frame_id,danger_label
cyclar_data_18_sec0000_frame000000_Left,0
cyclar_data_18_sec0000_frame000000_Right,0
cyclar_data_18_sec0000_frame000001_Left,0
cyclar_data_18_sec0000_frame000001_Right,0
cyclar_data_18_sec0000_frame000002_Left,0
cyclar_data_18_sec0000_frame000002_Right,0
cyclar_data_18_sec0000_frame000003_Left,0
cyclar_data_18_sec0000_frame000003_Right,0
cyclar_data_18_sec0000_frame000004_Left,0
cyclar_data_18_sec0000_frame000004_Right,0
cyclar_data_18_sec0000_frame000005_Left,0
cyclar_data_18_sec0000_frame000005_Right,0
cyclar_data_18_sec0000_frame000006_Left,0
cyclar_data_18_sec0000_frame000006_Right,0
cyclar_data_18_sec0000_frame000007_Left,0
cyclar_data_18_sec0000_frame000007_Right,0
cyclar_data_18_sec0000_frame000008_Left,0
cyclar_data_18_sec0000_frame000008_Right,0
cyclar_data_18_sec0000_frame000009_Left,0
cyclar_data_18_sec0000_frame000009_Right,0
cyclar_data_18_sec0000_frame000010_Left,0
cyclar_data_18_sec0000_frame000010_Right,0
cyclar_data_18_sec0000_frame000011_Left,0
cyclar_data_18_sec0000_frame000011_Right,0
cyclar_data_18_sec0000_frame000012_Left,0
cyclar_data_18_sec0000_frame000012_Right,0
cyclar_data_18_sec0000_frame000013_Left,0
cyclar_data_18_sec0000_frame000013_Right,0
cyclar_data_18_sec0000_frame000014_Left,0
cyclar_data_18_sec0000_frame000014_Right,0
cyclar_data_18_sec0000_frame000015_Left,0
cyclar_data_18_sec0000_frame000015_Right,0
cyclar_data_18_sec0000_frame000016_Left,0
cyclar_data_18_sec0000_frame000016_Right,0
cyclar_data_18_sec0000_frame000017_Left,0
cyclar_data_18_sec0000_frame000017_Right,0
cyclar_data_18_sec0000_frame000018_Left,0
cyclar_data_18_sec0000_frame000018_Right,0
cyclar_data_18_sec0000_frame000019_Left,0
cyclar_data_18_sec0000_frame000019_Right,0
cyclar_data_18_sec0000_frame000020_Left,0
cyclar_data_18_sec0000_frame000020_Right,0
cyclar_data_18_sec0000_frame000021_Left,0
cyclar_data_18_sec0000_frame000021_Right,0
cyclar_data_18_sec0000_frame000022_Left,0
cyclar_data_18_sec0000_frame000022_Right,0
cyclar_data_18_sec0000_frame000023_Left,0
cyclar_data_18_sec0000_frame000023_Right,0
cyclar_data_18_sec0000_frame000024_Left,0
cyclar_data_18_sec0000_frame000024_Right,0
cyclar_data_18_sec0000_frame000025_Left,0
cyclar_data_18_sec0000_frame000025_Right,0
