run_id,video_id,frame_idx,track_id,label
7b6f2cec8383,cyclar_data_29a,0,1,0
7b6f2cec8383,cyclar_data_29a,6,1,0
7b6f2cec8383,cyclar_data_29a,72,42,0
7b6f2cec8383,cyclar_data_29a,78,42,0
7b6f2cec8383,cyclar_data_29a,84,42,0
7b6f2cec8383,cyclar_data_29a,90,42,0
7b6f2cec8383,cyclar_data_29a,96,42,0
7b6f2cec8383,cyclar_data_29a,102,42,0
7b6f2cec8383,cyclar_data_29a,108,42,0
7b6f2cec8383,cyclar_data_29a,114,42,0
7b6f2cec8383,cyclar_data_29a,120,42,0
7b6f2cec8383,cyclar_data_29a,126,42,0
7b6f2cec8383,cyclar_data_29a,132,42,0
7b6f2cec8383,cyclar_data_29a,138,42,0
7b6f2cec8383,cyclar_data_29a,144,42,0
7b6f2cec8383,cyclar_data_29a,150,42,0
7b6f2cec8383,cyclar_data_29a,156,42,0
7b6f2cec8383,cyclar_data_29a,162,28,0
7b6f2cec8383,cyclar_data_29a,162,42,0
7b6f2cec8383,cyclar_data_29a,168,28,0
7b6f2cec8383,cyclar_data_29a,168,42,0
7b6f2cec8383,cyclar_data_29a,174,28,0
7b6f2cec8383,cyclar_data_29a,174,42,0
7b6f2cec8383,cyclar_data_29a,180,28,0
7b6f2cec8383,cyclar_data_29a,180,42,0
7b6f2cec8383,cyclar_data_29a,186,28,0
7b6f2cec8383,cyclar_data_29a,186,42,0
7b6f2cec8383,cyclar_data_29a,192,28,0
7b6f2cec8383,cyclar_data_29a,192,42,0
7b6f2cec8383,cyclar_data_29a,198,28,0
7b6f2cec8383,cyclar_data_29a,198,42,0
7b6f2cec8383,cyclar_data_29a,204,28,0
7b6f2cec8383,cyclar_data_29a,204,42,0
7b6f2cec8383,cyclar_data_29a,204,53,0
7b6f2cec8383,cyclar_data_29a,210,28,0
7b6f2cec8383,cyclar_data_29a,210,42,0
7b6f2cec8383,cyclar_data_29a,210,53,0
7b6f2cec8383,cyclar_data_29a,216,28,0
7b6f2cec8383,cyclar_data_29a,216,42,0
7b6f2cec8383,cyclar_data_29a,216,53,0
7b6f2cec8383,cyclar_data_29a,222,28,0
7b6f2cec8383,cyclar_data_29a,222,42,0
7b6f2cec8383,cyclar_data_29a,222,53,0
7b6f2cec8383,cyclar_data_29a,228,28,0
7b6f2cec8383,cyclar_data_29a,228,42,0
7b6f2cec8383,cyclar_data_29a,234,28,0
7b6f2cec8383,cyclar_data_29a,234,42,0
7b6f2cec8383,cyclar_data_29a,234,53,0
7b6f2cec8383,cyclar_data_29a,240,28,0
7b6f2cec8383,cyclar_data_29a,240,42,0
7b6f2cec8383,cyclar_data_29a,240,53,0
7b6f2cec8383,cyclar_data_29a,246,28,0
7b6f2cec8383,cyclar_data_29a,246,42,0
7b6f2cec8383,cyclar_data_29a,246,53,0
7b6f2cec8383,cyclar_data_29a,252,28,0
7b6f2cec8383,cyclar_data_29a,252,42,0
7b6f2cec8383,cyclar_data_29a,252,53,0
7b6f2cec8383,cyclar_data_29a,258,28,0
7b6f2cec8383,cyclar_data_29a,258,42,0
7b6f2cec8383,cyclar_data_29a,258,53,0
7b6f2cec8383,cyclar_data_29a,264,28,0
7b6f2cec8383,cyclar_data_29a,264,42,0
7b6f2cec8383,cyclar_data_29a,264,53,0
7b6f2cec8383,cyclar_data_29a,270,28,0
7b6f2cec8383,cyclar_data_29a,270,42,0
7b6f2cec8383,cyclar_data_29a,276,28,0
7b6f2cec8383,cyclar_data_29a,276,42,0
7b6f2cec8383,cyclar_data_29a,276,53,0
7b6f2cec8383,cyclar_data_29a,282,28,0
7b6f2cec8383,cyclar_data_29a,282,42,0
7b6f2cec8383,cyclar_data_29a,282,53,0
7b6f2cec8383,cyclar_data_29a,288,28,0
7b6f2cec8383,cyclar_data_29a,288,42,0
7b6f2cec8383,cyclar_data_29a,288,53,0
7b6f2cec8383,cyclar_data_29a,294,28,0
7b6f2cec8383,cyclar_data_29a,294,42,0
7b6f2cec8383,cyclar_data_29a,294,53,0
7b6f2cec8383,cyclar_data_29a,300,28,0
7b6f2cec8383,cyclar_data_29a,300,42,0
7b6f2cec8383,cyclar_data_29a,300,53,0
7b6f2cec8383,cyclar_data_29a,306,28,0
7b6f2cec8383,cyclar_data_29a,306,53,0
7b6f2cec8383,cyclar_data_29a,312,28,0
7b6f2cec8383,cyclar_data_29a,312,53,0
7b6f2cec8383,cyclar_data_29a,318,28,0
7b6f2cec8383,cyclar_data_29a,318,53,0
7b6f2cec8383,cyclar_data_29a,318,64,0
7b6f2cec8383,cyclar_data_29a,324,28,0
7b6f2cec8383,cyclar_data_29a,324,53,0
7b6f2cec8383,cyclar_data_29a,324,64,0
7b6f2cec8383,cyclar_data_29a,330,28,0
7b6f2cec8383,cyclar_data_29a,330,53,0
7b6f2cec8383,cyclar_data_29a,330,64,0
7b6f2cec8383,cyclar_data_29a,336,28,0
7b6f2cec8383,cyclar_data_29a,336,53,0
7b6f2cec8383,cyclar_data_29a,336,64,0
7b6f2cec8383,cyclar_data_29a,342,28,0
7b6f2cec8383,cyclar_data_29a,342,53,0
7b6f2cec8383,cyclar_data_29a,342,64,0
