run_id,video_id,frame_idx,track_id,label
684509ca9236,cyclar_data_31,0,2,0
684509ca9236,cyclar_data_31,6,1,1
684509ca9236,cyclar_data_31,6,2,0
684509ca9236,cyclar_data_31,12,1,1
684509ca9236,cyclar_data_31,12,2,0
684509ca9236,cyclar_data_31,18,1,1
684509ca9236,cyclar_data_31,24,1,2
684509ca9236,cyclar_data_31,30,1,2
684509ca9236,cyclar_data_31,36,1,2
684509ca9236,cyclar_data_31,42,1,2
684509ca9236,cyclar_data_31,48,1,2
684509ca9236,cyclar_data_31,54,1,2
684509ca9236,cyclar_data_31,96,3,1
684509ca9236,cyclar_data_31,102,3,1
684509ca9236,cyclar_data_31,108,3,2
684509ca9236,cyclar_data_31,114,3,2
684509ca9236,cyclar_data_31,120,3,2
684509ca9236,cyclar_data_31,126,3,2
684509ca9236,cyclar_data_31,132,3,2
684509ca9236,cyclar_data_31,138,3,2
684509ca9236,cyclar_data_31,138,61,0
684509ca9236,cyclar_data_31,144,61,0
684509ca9236,cyclar_data_31,150,61,0
684509ca9236,cyclar_data_31,156,61,0
684509ca9236,cyclar_data_31,162,61,0
684509ca9236,cyclar_data_31,168,61,0
684509ca9236,cyclar_data_31,174,61,0
684509ca9236,cyclar_data_31,174,85,0
684509ca9236,cyclar_data_31,180,61,0
684509ca9236,cyclar_data_31,186,61,0
684509ca9236,cyclar_data_31,186,85,0
684509ca9236,cyclar_data_31,192,61,0
684509ca9236,cyclar_data_31,198,61,0
684509ca9236,cyclar_data_31,204,61,0
684509ca9236,cyclar_data_31,234,99,0
684509ca9236,cyclar_data_31,234,103,0
684509ca9236,cyclar_data_31,240,103,0
684509ca9236,cyclar_data_31,246,34,1
684509ca9236,cyclar_data_31,246,103,0
684509ca9236,cyclar_data_31,252,34,1
684509ca9236,cyclar_data_31,252,103,0
684509ca9236,cyclar_data_31,258,34,1
684509ca9236,cyclar_data_31,258,103,0
684509ca9236,cyclar_data_31,264,34,2
684509ca9236,cyclar_data_31,264,103,0
684509ca9236,cyclar_data_31,270,34,2
684509ca9236,cyclar_data_31,270,103,0
684509ca9236,cyclar_data_31,276,34,2
684509ca9236,cyclar_data_31,276,103,0
684509ca9236,cyclar_data_31,282,34,2
684509ca9236,cyclar_data_31,282,103,0
684509ca9236,cyclar_data_31,288,103,0
684509ca9236,cyclar_data_31,294,103,0
684509ca9236,cyclar_data_31,294,112,0
684509ca9236,cyclar_data_31,300,103,0
684509ca9236,cyclar_data_31,300,112,0
684509ca9236,cyclar_data_31,306,103,0
684509ca9236,cyclar_data_31,306,112,0
684509ca9236,cyclar_data_31,312,112,0
684509ca9236,cyclar_data_31,318,112,0
684509ca9236,cyclar_data_31,324,112,0
684509ca9236,cyclar_data_31,330,112,0
684509ca9236,cyclar_data_31,336,112,0
684509ca9236,cyclar_data_31,342,112,0
684509ca9236,cyclar_data_31,342,122,0
684509ca9236,cyclar_data_31,348,88,1
684509ca9236,cyclar_data_31,348,112,0
684509ca9236,cyclar_data_31,348,122,0
684509ca9236,cyclar_data_31,354,88,1
684509ca9236,cyclar_data_31,354,112,0
684509ca9236,cyclar_data_31,354,122,0
684509ca9236,cyclar_data_31,360,88,1
684509ca9236,cyclar_data_31,360,112,0
684509ca9236,cyclar_data_31,360,122,0
684509ca9236,cyclar_data_31,366,88,2
684509ca9236,cyclar_data_31,366,112,0
684509ca9236,cyclar_data_31,366,122,0
684509ca9236,cyclar_data_31,372,88,2
684509ca9236,cyclar_data_31,372,122,0
684509ca9236,cyclar_data_31,378,88,2
