run_id,video_id,frame_idx,track_id,label
e66fb9561566,cyclar_data_29b,0,1,0
e66fb9561566,cyclar_data_29b,0,2,0
e66fb9561566,cyclar_data_29b,6,1,0
e66fb9561566,cyclar_data_29b,6,2,0
e66fb9561566,cyclar_data_29b,12,1,0
e66fb9561566,cyclar_data_29b,12,2,0
e66fb9561566,cyclar_data_29b,18,1,0
e66fb9561566,cyclar_data_29b,18,2,0
e66fb9561566,cyclar_data_29b,18,8,0
e66fb9561566,cyclar_data_29b,24,1,0
e66fb9561566,cyclar_data_29b,24,2,0
e66fb9561566,cyclar_data_29b,24,8,0
e66fb9561566,cyclar_data_29b,30,1,0
e66fb9561566,cyclar_data_29b,30,2,0
e66fb9561566,cyclar_data_29b,30,8,0
e66fb9561566,cyclar_data_29b,36,1,0
e66fb9561566,cyclar_data_29b,36,2,0
e66fb9561566,cyclar_data_29b,36,8,0
e66fb9561566,cyclar_data_29b,42,2,0
e66fb9561566,cyclar_data_29b,42,8,0
e66fb9561566,cyclar_data_29b,48,8,0
e66fb9561566,cyclar_data_29b,54,8,0
e66fb9561566,cyclar_data_29b,60,8,0
e66fb9561566,cyclar_data_29b,66,2,0
e66fb9561566,cyclar_data_29b,66,8,0
e66fb9561566,cyclar_data_29b,66,17,0
e66fb9561566,cyclar_data_29b,72,2,0
e66fb9561566,cyclar_data_29b,72,8,0
e66fb9561566,cyclar_data_29b,78,2,0
e66fb9561566,cyclar_data_29b,78,8,0
e66fb9561566,cyclar_data_29b,84,2,0
e66fb9561566,cyclar_data_29b,84,8,0
e66fb9561566,cyclar_data_29b,90,2,0
e66fb9561566,cyclar_data_29b,90,8,0
e66fb9561566,cyclar_data_29b,96,2,0
e66fb9561566,cyclar_data_29b,96,8,0
e66fb9561566,cyclar_data_29b,102,2,0
e66fb9561566,cyclar_data_29b,102,8,0
e66fb9561566,cyclar_data_29b,108,2,1
e66fb9561566,cyclar_data_29b,114,2,1
e66fb9561566,cyclar_data_29b,120,2,1
e66fb9561566,cyclar_data_29b,126,2,1
e66fb9561566,cyclar_data_29b,132,2,2
e66fb9561566,cyclar_data_29b,138,2,2
e66fb9561566,cyclar_data_29b,144,2,2
e66fb9561566,cyclar_data_29b,150,2,2
e66fb9561566,cyclar_data_29b,150,29,0
e66fb9561566,cyclar_data_29b,156,2,2
e66fb9561566,cyclar_data_29b,162,2,2
e66fb9561566,cyclar_data_29b,168,2,2
e66fb9561566,cyclar_data_29b,222,3,1
e66fb9561566,cyclar_data_29b,228,3,1
e66fb9561566,cyclar_data_29b,234,3,1
e66fb9561566,cyclar_data_29b,240,3,1
e66fb9561566,cyclar_data_29b,246,3,2
e66fb9561566,cyclar_data_29b,252,3,2
