run_id,video_id,frame_idx,track_id,label
4c3be1948111,cyclar_data_13,12,15,0
4c3be1948111,cyclar_data_13,18,15,0
4c3be1948111,cyclar_data_13,24,15,0
4c3be1948111,cyclar_data_13,30,15,0
4c3be1948111,cyclar_data_13,36,15,0
4c3be1948111,cyclar_data_13,36,28,0
4c3be1948111,cyclar_data_13,42,15,0
4c3be1948111,cyclar_data_13,42,28,0
4c3be1948111,cyclar_data_13,48,15,0
4c3be1948111,cyclar_data_13,48,28,0
4c3be1948111,cyclar_data_13,54,15,0
4c3be1948111,cyclar_data_13,54,28,0
4c3be1948111,cyclar_data_13,54,34,0
4c3be1948111,cyclar_data_13,60,15,0
4c3be1948111,cyclar_data_13,60,28,0
4c3be1948111,cyclar_data_13,66,28,0
4c3be1948111,cyclar_data_13,72,28,0
4c3be1948111,cyclar_data_13,78,28,0
4c3be1948111,cyclar_data_13,84,28,0
4c3be1948111,cyclar_data_13,84,40,0
4c3be1948111,cyclar_data_13,90,28,0
4c3be1948111,cyclar_data_13,90,40,0
4c3be1948111,cyclar_data_13,96,28,0
4c3be1948111,cyclar_data_13,96,40,0
4c3be1948111,cyclar_data_13,102,40,0
4c3be1948111,cyclar_data_13,108,40,0
4c3be1948111,cyclar_data_13,114,40,0
4c3be1948111,cyclar_data_13,120,40,0
4c3be1948111,cyclar_data_13,126,47,0
4c3be1948111,cyclar_data_13,132,47,0
4c3be1948111,cyclar_data_13,138,47,0
4c3be1948111,cyclar_data_13,144,47,0
4c3be1948111,cyclar_data_13,150,47,0
4c3be1948111,cyclar_data_13,156,47,0
4c3be1948111,cyclar_data_13,156,51,0
4c3be1948111,cyclar_data_13,162,47,0
4c3be1948111,cyclar_data_13,162,51,0
4c3be1948111,cyclar_data_13,168,51,0
4c3be1948111,cyclar_data_13,174,7,1
4c3be1948111,cyclar_data_13,174,51,0
4c3be1948111,cyclar_data_13,180,7,1
4c3be1948111,cyclar_data_13,180,51,0
4c3be1948111,cyclar_data_13,186,7,2
4c3be1948111,cyclar_data_13,186,51,0
d4450ca3756f,cyclar_data_13,12,15,0
d4450ca3756f,cyclar_data_13,18,15,0
d4450ca3756f,cyclar_data_13,24,15,0
d4450ca3756f,cyclar_data_13,30,15,0
d4450ca3756f,cyclar_data_13,36,15,0
d4450ca3756f,cyclar_data_13,36,28,0
d4450ca3756f,cyclar_data_13,42,15,0
d4450ca3756f,cyclar_data_13,42,23,0
d4450ca3756f,cyclar_data_13,42,28,0
d4450ca3756f,cyclar_data_13,48,15,0
d4450ca3756f,cyclar_data_13,48,28,0
d4450ca3756f,cyclar_data_13,54,15,0
d4450ca3756f,cyclar_data_13,54,28,0
d4450ca3756f,cyclar_data_13,54,34,0
d4450ca3756f,cyclar_data_13,60,15,0
d4450ca3756f,cyclar_data_13,60,28,0
d4450ca3756f,cyclar_data_13,66,15,0
d4450ca3756f,cyclar_data_13,66,28,0
d4450ca3756f,cyclar_data_13,72,15,0
d4450ca3756f,cyclar_data_13,72,28,0
d4450ca3756f,cyclar_data_13,72,39,0
d4450ca3756f,cyclar_data_13,78,15,0
d4450ca3756f,cyclar_data_13,78,28,0
d4450ca3756f,cyclar_data_13,78,39,0
d4450ca3756f,cyclar_data_13,84,28,0
d4450ca3756f,cyclar_data_13,84,39,0
d4450ca3756f,cyclar_data_13,84,40,0
d4450ca3756f,cyclar_data_13,90,28,0
d4450ca3756f,cyclar_data_13,90,40,0
d4450ca3756f,cyclar_data_13,96,28,0
d4450ca3756f,cyclar_data_13,96,40,0
d4450ca3756f,cyclar_data_13,102,28,0
d4450ca3756f,cyclar_data_13,102,40,0
d4450ca3756f,cyclar_data_13,108,40,0
d4450ca3756f,cyclar_data_13,114,40,0
d4450ca3756f,cyclar_data_13,120,40,0
d4450ca3756f,cyclar_data_13,126,40,0
d4450ca3756f,cyclar_data_13,126,47,0
d4450ca3756f,cyclar_data_13,132,40,0
d4450ca3756f,cyclar_data_13,132,47,0
d4450ca3756f,cyclar_data_13,138,47,0
d4450ca3756f,cyclar_data_13,144,47,0
d4450ca3756f,cyclar_data_13,150,47,0
d4450ca3756f,cyclar_data_13,156,7,0
d4450ca3756f,cyclar_data_13,156,47,0
d4450ca3756f,cyclar_data_13,156,51,0
d4450ca3756f,cyclar_data_13,162,7,0
d4450ca3756f,cyclar_data_13,162,47,0
d4450ca3756f,cyclar_data_13,162,51,0
d4450ca3756f,cyclar_data_13,168,7,0
d4450ca3756f,cyclar_data_13,168,47,0
d4450ca3756f,cyclar_data_13,168,51,0
d4450ca3756f,cyclar_data_13,174,7,1
d4450ca3756f,cyclar_data_13,174,47,0
d4450ca3756f,cyclar_data_13,174,51,0
d4450ca3756f,cyclar_data_13,180,7,1
d4450ca3756f,cyclar_data_13,180,51,0
d4450ca3756f,cyclar_data_13,180,56,0
d4450ca3756f,cyclar_data_13,186,7,2
d4450ca3756f,cyclar_data_13,186,51,0
d4450ca3756f,cyclar_data_13,186,56,0
d4450ca3756f,cyclar_data_13,192,7,2
d4450ca3756f,cyclar_data_13,192,51,0
d4450ca3756f,cyclar_data_13,198,7,2
d4450ca3756f,cyclar_data_13,198,51,0
d4450ca3756f,cyclar_data_13,204,7,0
d4450ca3756f,cyclar_data_13,204,51,0
d4450ca3756f,cyclar_data_13,210,7,2
d4450ca3756f,cyclar_data_13,216,7,2
d4450ca3756f,cyclar_data_13,216,68,2
d4450ca3756f,cyclar_data_13,222,74,0
d4450ca3756f,cyclar_data_13,228,74,0
d4450ca3756f,cyclar_data_13,318,80,0
d4450ca3756f,cyclar_data_13,324,80,0
d4450ca3756f,cyclar_data_13,330,80,0
d4450ca3756f,cyclar_data_13,330,86,0
d4450ca3756f,cyclar_data_13,336,86,0
d4450ca3756f,cyclar_data_13,342,86,0
d4450ca3756f,cyclar_data_13,342,87,0
d4450ca3756f,cyclar_data_13,348,86,0
d4450ca3756f,cyclar_data_13,348,87,0
d4450ca3756f,cyclar_data_13,354,86,0
d4450ca3756f,cyclar_data_13,354,87,0
d4450ca3756f,cyclar_data_13,360,86,0
d4450ca3756f,cyclar_data_13,360,87,0
d4450ca3756f,cyclar_data_13,366,86,0
d4450ca3756f,cyclar_data_13,372,86,0
d4450ca3756f,cyclar_data_13,378,86,0
d4450ca3756f,cyclar_data_13,378,95,0
d4450ca3756f,cyclar_data_13,450,122,0
d4450ca3756f,cyclar_data_13,456,122,0
d4450ca3756f,cyclar_data_13,462,122,0
d4450ca3756f,cyclar_data_13,468,122,0
d4450ca3756f,cyclar_data_13,474,122,0
d4450ca3756f,cyclar_data_13,480,122,0
d4450ca3756f,cyclar_data_13,480,125,0
d4450ca3756f,cyclar_data_13,486,122,0
d4450ca3756f,cyclar_data_13,486,125,0
d4450ca3756f,cyclar_data_13,492,125,0
d4450ca3756f,cyclar_data_13,498,72,0
d4450ca3756f,cyclar_data_13,498,125,0
d4450ca3756f,cyclar_data_13,504,72,0
d4450ca3756f,cyclar_data_13,504,125,0
d4450ca3756f,cyclar_data_13,510,72,0
d4450ca3756f,cyclar_data_13,510,125,0
d4450ca3756f,cyclar_data_13,516,72,0
d4450ca3756f,cyclar_data_13,516,125,0
d4450ca3756f,cyclar_data_13,516,143,0
d4450ca3756f,cyclar_data_13,522,72,0
d4450ca3756f,cyclar_data_13,522,125,0
d4450ca3756f,cyclar_data_13,522,143,0
d4450ca3756f,cyclar_data_13,522,144,0
d4450ca3756f,cyclar_data_13,528,72,0
d4450ca3756f,cyclar_data_13,528,125,0
d4450ca3756f,cyclar_data_13,528,143,0
d4450ca3756f,cyclar_data_13,528,144,0
d4450ca3756f,cyclar_data_13,534,72,0
d4450ca3756f,cyclar_data_13,534,125,0
d4450ca3756f,cyclar_data_13,534,143,0
d4450ca3756f,cyclar_data_13,534,144,0
d4450ca3756f,cyclar_data_13,540,72,0
d4450ca3756f,cyclar_data_13,540,143,0
d4450ca3756f,cyclar_data_13,546,72,0
d4450ca3756f,cyclar_data_13,546,143,0
d4450ca3756f,cyclar_data_13,546,158,0
d4450ca3756f,cyclar_data_13,552,72,0
d4450ca3756f,cyclar_data_13,552,143,0
d4450ca3756f,cyclar_data_13,552,158,0
d4450ca3756f,cyclar_data_13,552,159,0
d4450ca3756f,cyclar_data_13,558,72,0
d4450ca3756f,cyclar_data_13,558,143,0
d4450ca3756f,cyclar_data_13,558,159,0
d4450ca3756f,cyclar_data_13,558,162,0
d4450ca3756f,cyclar_data_13,564,72,0
d4450ca3756f,cyclar_data_13,564,143,0
d4450ca3756f,cyclar_data_13,564,159,0
d4450ca3756f,cyclar_data_13,564,162,0
d4450ca3756f,cyclar_data_13,570,72,0
d4450ca3756f,cyclar_data_13,570,159,0
d4450ca3756f,cyclar_data_13,570,162,0
d4450ca3756f,cyclar_data_13,576,72,0
d4450ca3756f,cyclar_data_13,576,162,0
d4450ca3756f,cyclar_data_13,582,72,0
d4450ca3756f,cyclar_data_13,582,162,0
d4450ca3756f,cyclar_data_13,582,168,0
d4450ca3756f,cyclar_data_13,588,72,0
d4450ca3756f,cyclar_data_13,588,162,0
d4450ca3756f,cyclar_data_13,588,168,0
d4450ca3756f,cyclar_data_13,594,72,0
d4450ca3756f,cyclar_data_13,594,162,0
d4450ca3756f,cyclar_data_13,600,72,0
