run_id,video_id,frame_idx,track_id,cls_id,conf,x1,y1,x2,y2
e66fb9561566,cyclar_data_29b,0,1,2,0.9141136407852173,0,370,670,910
e66fb9561566,cyclar_data_29b,0,2,2,0.910633385181427,784,593,1069,767
e66fb9561566,cyclar_data_29b,1,1,2,0.914138674736023,0,373,657,906
e66fb9561566,cyclar_data_29b,1,2,2,0.8866376876831055,773,586,1058,758
e66fb9561566,cyclar_data_29b,2,1,2,0.9258164167404175,0,378,637,904
e66fb9561566,cyclar_data_29b,2,2,2,0.8871789574623108,752,579,1039,750
e66fb9561566,cyclar_data_29b,3,1,2,0.9138498306274414,0,383,611,905
e66fb9561566,cyclar_data_29b,3,2,2,0.9013242125511169,731,572,1015,741
e66fb9561566,cyclar_data_29b,4,1,2,0.9245473742485046,0,386,582,907
e66fb9561566,cyclar_data_29b,4,2,2,0.9038441181182861,703,564,987,732
e66fb9561566,cyclar_data_29b,5,1,2,0.9275788068771362,0,390,555,910
e66fb9561566,cyclar_data_29b,5,2,2,0.8939107060432434,677,554,961,722
e66fb9561566,cyclar_data_29b,6,1,2,0.9312980771064758,0,397,533,912
e66fb9561566,cyclar_data_29b,6,2,2,0.8992999792098999,654,547,937,713
e66fb9561566,cyclar_data_29b,7,1,2,0.9417096376419067,1,404,514,916
e66fb9561566,cyclar_data_29b,7,2,2,0.9067767262458801,635,541,920,705
e66fb9561566,cyclar_data_29b,7,6,2,0.6749505996704102,1110,579,1209,734
e66fb9561566,cyclar_data_29b,8,1,2,0.925397515296936,3,410,498,920
e66fb9561566,cyclar_data_29b,8,2,2,0.9054197669029236,619,535,904,700
e66fb9561566,cyclar_data_29b,8,6,2,0.7357437014579773,1098,571,1206,721
e66fb9561566,cyclar_data_29b,9,1,2,0.9271343946456909,4,412,485,924
e66fb9561566,cyclar_data_29b,9,2,2,0.8953645825386047,609,531,892,697
e66fb9561566,cyclar_data_29b,10,1,2,0.9285599589347839,6,414,476,928
e66fb9561566,cyclar_data_29b,10,2,2,0.908662736415863,604,530,886,695
e66fb9561566,cyclar_data_29b,10,8,2,0.5384628772735596,1192,497,1294,896
e66fb9561566,cyclar_data_29b,11,1,2,0.9287127256393433,6,416,468,929
e66fb9561566,cyclar_data_29b,11,2,2,0.9118412733078003,598,528,880,693
e66fb9561566,cyclar_data_29b,11,8,2,0.5954703092575073,1191,497,1294,893
e66fb9561566,cyclar_data_29b,12,1,2,0.9292422533035278,5,419,460,931
e66fb9561566,cyclar_data_29b,12,2,2,0.9021580219268799,593,526,873,691
e66fb9561566,cyclar_data_29b,13,1,2,0.9255755543708801,4,421,451,934
e66fb9561566,cyclar_data_29b,13,2,2,0.9035219550132751,585,523,868,689
e66fb9561566,cyclar_data_29b,14,1,2,0.9152386784553528,3,422,441,937
e66fb9561566,cyclar_data_29b,14,2,2,0.8909417986869812,579,520,861,686
e66fb9561566,cyclar_data_29b,15,1,2,0.9162610173225403,2,426,430,941
e66fb9561566,cyclar_data_29b,15,2,2,0.8967596292495728,571,517,853,682
e66fb9561566,cyclar_data_29b,16,1,2,0.9344284534454346,2,430,417,948
e66fb9561566,cyclar_data_29b,16,2,2,0.8972790241241455,562,514,844,679
e66fb9561566,cyclar_data_29b,17,1,2,0.9314090609550476,2,435,404,952
e66fb9561566,cyclar_data_29b,17,2,2,0.9087239503860474,552,511,835,674
e66fb9561566,cyclar_data_29b,17,8,2,0.510682225227356,1191,503,1294,865
e66fb9561566,cyclar_data_29b,18,1,2,0.8798402547836304,2,438,391,956
e66fb9561566,cyclar_data_29b,18,2,2,0.9108880758285522,545,507,826,669
e66fb9561566,cyclar_data_29b,18,8,2,0.6983018517494202,1189,503,1294,853
e66fb9561566,cyclar_data_29b,19,1,2,0.8995648622512817,2,441,378,960
e66fb9561566,cyclar_data_29b,19,2,2,0.910165548324585,537,503,818,666
e66fb9561566,cyclar_data_29b,19,8,2,0.6499121189117432,1186,497,1295,852
e66fb9561566,cyclar_data_29b,20,1,2,0.8732929229736328,3,444,368,965
e66fb9561566,cyclar_data_29b,20,2,2,0.9097655415534973,533,500,813,663
e66fb9561566,cyclar_data_29b,20,8,2,0.7689157724380493,1181,495,1295,855
e66fb9561566,cyclar_data_29b,21,1,2,0.8354761004447937,4,446,360,969
e66fb9561566,cyclar_data_29b,21,2,2,0.9040545225143433,529,498,810,660
e66fb9561566,cyclar_data_29b,21,8,2,0.788029134273529,1178,495,1296,859
e66fb9561566,cyclar_data_29b,22,1,2,0.7162009477615356,4,448,349,971
e66fb9561566,cyclar_data_29b,22,2,2,0.9062712788581848,528,498,808,660
e66fb9561566,cyclar_data_29b,22,8,2,0.8046030402183533,1176,495,1296,862
e66fb9561566,cyclar_data_29b,23,1,2,0.7978641390800476,4,451,342,972
e66fb9561566,cyclar_data_29b,23,2,2,0.912316620349884,526,498,806,659
e66fb9561566,cyclar_data_29b,23,8,2,0.7972090244293213,1175,495,1296,863
e66fb9561566,cyclar_data_29b,24,1,2,0.8206626176834106,4,453,331,972
e66fb9561566,cyclar_data_29b,24,2,2,0.9114232063293457,524,498,805,659
e66fb9561566,cyclar_data_29b,24,8,2,0.8028314709663391,1173,490,1296,865
e66fb9561566,cyclar_data_29b,25,1,2,0.8654064536094666,3,457,323,972
e66fb9561566,cyclar_data_29b,25,2,2,0.9069064259529114,524,501,804,661
e66fb9561566,cyclar_data_29b,25,8,2,0.7733951210975647,1172,490,1296,870
e66fb9561566,cyclar_data_29b,26,1,2,0.863772451877594,3,463,312,972
e66fb9561566,cyclar_data_29b,26,2,2,0.9089246988296509,523,505,803,667
e66fb9561566,cyclar_data_29b,26,8,2,0.7729596495628357,1171,488,1296,855
e66fb9561566,cyclar_data_29b,27,1,2,0.829593300819397,3,471,306,972
e66fb9561566,cyclar_data_29b,27,2,2,0.91017746925354,522,510,803,671
e66fb9561566,cyclar_data_29b,27,8,2,0.7929907441139221,1169,488,1296,865
e66fb9561566,cyclar_data_29b,28,1,2,0.8612810373306274,2,479,296,972
e66fb9561566,cyclar_data_29b,28,2,2,0.9008710980415344,521,514,801,676
e66fb9561566,cyclar_data_29b,28,8,2,0.8060598969459534,1168,486,1296,871
e66fb9561566,cyclar_data_29b,29,1,2,0.8561930656433105,2,487,287,972
e66fb9561566,cyclar_data_29b,29,2,2,0.9002776741981506,519,517,800,680
e66fb9561566,cyclar_data_29b,29,8,2,0.8378931283950806,1165,485,1296,873
e66fb9561566,cyclar_data_29b,30,1,2,0.8765471577644348,2,492,278,972
e66fb9561566,cyclar_data_29b,30,2,2,0.9009683132171631,517,519,798,683
