run_id,video_id,frame_idx,track_id,cls_id,conf,x1,y1,x2,y2
924342b53930,cyclar_data_15,0,1,2,0.901673436164856,749,514,1294,971
924342b53930,cyclar_data_15,0,3,2,0.7308349013328552,640,626,805,813
924342b53930,cyclar_data_15,1,1,2,0.895027756690979,743,521,1292,970
924342b53930,cyclar_data_15,1,3,2,0.7133505940437317,644,627,798,810
924342b53930,cyclar_data_15,2,1,2,0.8683543801307678,739,547,1291,970
924342b53930,cyclar_data_15,2,3,2,0.7587139010429382,642,626,792,802
924342b53930,cyclar_data_15,3,1,2,0.920246958732605,738,568,1292,970
924342b53930,cyclar_data_15,3,3,2,0.7611256837844849,650,630,788,797
924342b53930,cyclar_data_15,4,1,2,0.8953589200973511,740,588,1293,971
924342b53930,cyclar_data_15,4,3,2,0.7666004300117493,658,637,787,799
924342b53930,cyclar_data_15,5,1,2,0.9252417683601379,740,601,1294,970
924342b53930,cyclar_data_15,5,3,2,0.7938371896743774,658,641,787,803
924342b53930,cyclar_data_15,6,1,2,0.9263672232627869,742,603,1295,969
924342b53930,cyclar_data_15,6,3,2,0.8093066215515137,657,640,787,799
924342b53930,cyclar_data_15,7,1,2,0.9196587204933167,742,607,1294,970
924342b53930,cyclar_data_15,7,3,2,0.7945213913917542,656,640,784,795
924342b53930,cyclar_data_15,8,1,2,0.9442101120948792,740,609,1294,970
924342b53930,cyclar_data_15,8,3,2,0.7784073352813721,656,641,781,794
924342b53930,cyclar_data_15,9,1,2,0.9378916621208191,738,614,1294,971
924342b53930,cyclar_data_15,10,1,2,0.9199513792991638,736,622,1285,972
924342b53930,cyclar_data_15,11,1,2,0.9232471585273743,728,637,1260,972
924342b53930,cyclar_data_15,12,1,2,0.9152233004570007,719,652,1235,972
924342b53930,cyclar_data_15,13,1,2,0.9091501832008362,710,663,1211,972
924342b53930,cyclar_data_15,14,1,2,0.9183816313743591,705,666,1191,970
924342b53930,cyclar_data_15,15,1,2,0.8918460607528687,702,662,1173,967
924342b53930,cyclar_data_15,16,1,2,0.8869162201881409,700,658,1155,966
